Age,Annual_Income,Transaction_Amounts,Customer_Satisfaction_Score,Number_of_Visits,Net_Promoter_Score,Loyalty_Program_Engagement,Lifetime_Spend,Items_Purchased_Per_Visit,Online_Shopper
37.01,152.01,3.3,26.34,4,1.0451,0.3885,317.84,47,0.0
38.19,111.93,9.06,12.41,4,-0.02,0.3112,510.96,2,
63.85,90.29,2.79,47.05,2,-0.484,0.141,550.37,9,0.0
49.54,137.96,3.56,50.49,0,-0.687,0.208,546.38,6,1.0
46.37,67.4,4.34,59.1,1,-0.673,0.4857,502.44,43,0.0
35.57,90.36,4.42,47.13,3,-0.8493,0.5695,325.69,31,0.0
48.57,88.89,2.55,42.2,1,-0.1854,0.5405,576.62,31,1.0
32.63,99.91,0.91,63.76,3,0.1478,0.5626,357.05,3,0.0
46.31,106.92,1.45,72.61,4,-0.0187,0.5928,517.44,3,1.0
70.64,108.71,2.66,40.97,2,1.3782,0.3593,594.63,49,1.0
56.64,108.34,4.83,82.31,3,0.3188,0.5635,582.42,47,0.0
47.9,112.6,3.03,36.45,4,0.7935,0.3293,578.92,24,
56.98,98.8,7.84,89.63,4,-0.6198,0.285,433.17,14,1.0
44.78,125.79,4.28,19.1,0,-1.414,0.4158,222.25,5,0.0
41.99,67.76,2.1,58.41,4,2.5275,0.4263,511.68,6,1.0
67.04,48.95,3.44,91.92,2,-0.1868,0.2657,673.65,18,0.0
38.58,114.81,2.23,21.82,3,1.7906,0.3941,512.53,2,1.0
46.46,93.38,0.15,98.55,2,-1.8341,0.3965,599.42,27,1.0
53.06,134.35,1.65,80.65,3,1.5066,0.3282,393.22,5,0.0
40.64,120.85,3.0,40.5,2,-0.6063,0.3416,594.53,10,1.0
56.51,111.78,1.47,49.0,6,-0.5665,0.2979,513.54,11,1.0
46.93,90.26,6.36,9.05,1,-0.578,0.4478,617.44,44,0.0
56.64,113.52,9.91,44.8,0,1.0625,0.2012,498.52,38,
55.86,92.07,1.76,99.03,1,1.033,0.3697,604.19,17,1.0
47.57,101.19,0.12,99.31,2,1.0695,0.1033,540.84,37,1.0
67.11,93.47,10.42,16.44,2,0.0723,0.5805,450.66,28,1.0
43.35,105.18,4.31,1.48,2,-0.0058,0.2177,512.33,49,0.0
63.49,94.98,0.03,14.22,5,0.0776,0.0925,482.73,35,0.0
61.75,120.01,3.46,56.3,3,-0.5043,0.0546,435.44,1,0.0
67.71,109.05,0.51,91.1,1,0.7528,0.2944,439.92,20,0.0
51.74,89.82,5.6,2.24,3,-0.2582,0.212,429.28,39,1.0
42.11,91.05,3.82,34.43,3,0.7948,0.4271,456.43,7,0.0
70.77,74.6,12.22,99.44,5,1.3144,0.3513,555.39,29,0.0
46.65,60.95,2.51,54.34,3,0.6865,0.3223,584.03,34,0.0
41.86,118.66,12.86,49.87,1,0.2215,0.347,451.76,48,
48.1,92.88,9.05,6.87,3,-0.4715,0.2139,711.5,23,
40.18,75.65,6.98,36.57,4,-0.2443,0.3057,410.73,6,0.0
55.26,108.89,2.88,44.98,4,2.0273,0.341,721.44,35,1.0
43.94,85.57,2.67,50.18,6,-1.7956,0.163,366.84,37,1.0
47.13,98.61,2.51,89.77,2,-0.2529,0.5995,375.13,45,0.0
59.68,74.16,0.27,90.73,6,-0.389,0.0704,539.27,23,
56.24,112.98,4.66,42.17,3,2.6653,0.3489,506.94,44,1.0
50.16,101.76,8.0,2.61,1,-0.0138,0.598,495.83,1,0.0
51.71,109.99,6.81,86.77,4,-0.0217,0.1495,454.89,35,1.0
50.12,91.45,4.37,56.79,0,-0.9173,0.4006,505.06,11,0.0
45.69,104.94,2.21,17.28,4,0.0677,0.0818,643.32,39,1.0
49.97,70.89,5.93,61.25,2,-0.039,0.2176,506.13,10,0.0
54.91,145.49,3.76,57.54,6,-0.356,0.4102,591.91,2,0.0
48.74,108.3,9.15,35.86,0,-1.7349,0.0707,508.68,10,
54.2,134.15,1.6,6.02,4,-0.404,0.1079,513.52,28,1.0
41.63,94.68,0.54,2.53,2,1.47,0.2115,549.13,5,1.0
43.96,79.0,0.02,69.04,3,1.3109,0.3159,503.51,47,1.0
42.66,90.17,6.79,9.7,5,-0.8816,0.2837,465.86,38,0.0
44.35,99.12,4.57,91.33,5,0.0579,0.3568,435.63,13,1.0
62.87,97.67,0.31,14.69,1,2.3786,0.2307,513.11,37,1.0
57.26,137.23,9.16,55.03,1,-1.7457,0.8405,520.71,12,1.0
39.23,82.89,3.24,77.45,3,-0.7551,0.1737,482.34,39,
54.37,87.9,3.09,85.76,1,-0.9601,0.2602,495.65,48,0.0
46.09,114.26,5.77,88.67,5,1.155,0.2129,420.45,6,1.0
43.18,68.27,5.03,55.51,1,0.1669,0.5442,505.16,40,
35.14,99.19,1.36,23.87,5,0.9494,0.2817,534.8,36,1.0
59.72,102.83,5.17,20.32,4,0.7305,0.0882,641.76,3,0.0
36.36,108.67,9.77,44.8,3,1.4764,0.0743,445.12,28,0.0
49.48,106.98,2.49,62.93,6,-1.2846,0.1665,483.34,28,0.0
40.54,139.75,1.71,86.17,1,-0.9351,0.4622,494.78,36,0.0
57.76,82.3,0.31,50.34,4,0.3394,0.1375,488.3,31,1.0
46.66,87.11,4.65,70.11,4,-0.6651,0.2575,588.26,43,
48.66,112.19,7.04,69.01,1,-1.0262,0.1646,452.22,24,0.0
48.99,104.53,17.15,11.83,2,0.678,0.2175,566.51,38,1.0
53.03,107.02,4.73,81.52,7,1.1163,0.1502,559.06,37,
50.13,71.9,2.97,43.02,1,-0.8631,0.16,301.87,3,
49.57,143.62,13.68,5.69,4,-0.2774,0.3896,541.22,32,0.0
44.82,109.03,0.99,56.94,6,0.6785,0.5813,723.59,2,0.0
34.25,68.36,6.16,90.72,5,1.4349,0.319,568.83,9,1.0
38.81,112.23,1.98,75.93,1,-0.0929,0.1301,516.46,16,
57.18,77.93,9.88,12.01,2,-1.7483,0.0763,659.6,39,0.0
46.94,118.58,6.84,79.98,3,-1.2686,0.1363,563.82,5,0.0
43.36,73.69,2.03,4.55,4,-0.7762,0.4655,419.45,22,0.0
35.94,120.12,7.45,57.51,5,-0.5049,0.3532,402.87,40,0.0
32.8,75.58,11.06,11.5,4,0.4154,0.4872,580.94,23,
42.97,80.51,1.45,60.23,3,1.5536,0.0869,485.62,28,1.0
58.88,102.75,4.24,15.29,6,-0.2618,0.0785,498.57,2,
44.43,87.77,2.72,89.37,5,0.0945,0.1339,421.26,2,1.0
54.0,88.91,13.01,65.21,2,1.2161,0.2255,539.66,29,1.0
43.97,69.4,17.93,43.95,1,1.072,0.1548,690.86,6,1.0
56.39,93.4,0.55,90.72,6,0.3205,0.1201,472.32,32,1.0
46.48,117.68,3.98,17.28,2,1.5001,0.2242,485.57,23,
37.68,137.57,3.78,87.82,3,-1.8552,0.0663,249.42,47,1.0
47.31,116.55,10.15,11.33,2,0.1554,0.2998,546.91,32,1.0
68.34,113.7,7.55,77.22,4,-0.1447,0.4161,786.04,27,0.0
67.9,66.23,1.69,14.28,2,0.6672,0.1186,590.09,4,
54.87,99.42,3.69,15.37,3,-0.2394,0.3344,470.92,23,0.0
48.63,86.97,2.38,86.16,3,0.2817,0.0824,591.77,33,1.0
53.04,69.79,2.18,44.78,2,-0.2907,0.6432,344.81,33,0.0
53.17,74.56,6.56,25.46,2,0.3194,0.274,503.08,31,0.0
49.6,113.36,4.57,65.86,2,0.0577,0.1426,413.26,0,1.0
54.41,88.85,1.11,86.16,7,1.1991,0.388,698.75,35,1.0
52.08,70.5,4.85,41.56,5,1.1779,0.7295,695.46,4,1.0
46.84,87.27,3.11,28.59,3,-0.1641,0.3763,584.76,45,0.0
38.05,105.79,2.09,27.66,4,-1.1556,0.2416,662.41,24,1.0
45.4,86.51,0.34,68.25,0,-0.2294,0.5158,471.55,15,1.0
58.0,75.8,13.2,70.69,4,-0.2247,0.1139,515.07,38,1.0
49.69,81.6,9.89,91.34,3,-0.7967,0.1878,522.93,48,0.0
53.0,117.69,1.81,2.11,1,-1.3915,0.2823,363.27,26,0.0
47.17,58.44,4.06,13.71,7,-0.0303,0.2152,598.86,0,1.0
39.4,94.64,10.0,58.96,3,-0.5594,0.3911,464.28,8,0.0
47.61,97.7,3.66,29.37,3,-0.0104,0.1482,626.08,47,0.0
39.78,84.88,0.76,45.0,1,-0.883,0.1422,502.54,18,1.0
39.14,80.84,3.22,92.71,2,-0.1148,0.0834,539.22,26,1.0
62.06,119.67,1.88,9.66,1,-0.6312,0.3323,559.73,26,0.0
45.8,119.6,3.06,64.83,6,-2.2897,0.4449,675.62,4,1.0
42.59,102.11,9.42,80.41,5,0.386,0.3128,678.35,4,0.0
66.18,89.13,2.63,12.05,7,0.8409,0.274,634.83,34,
58.15,102.25,8.03,64.66,1,-0.21,0.7553,619.68,48,
46.28,108.09,1.32,83.16,3,0.3275,0.4618,567.3,22,1.0
54.28,97.76,4.5,20.67,3,0.0627,0.2279,485.94,44,0.0
47.64,108.63,2.78,13.49,3,1.2639,0.1942,367.93,31,1.0
43.07,92.93,18.08,6.51,2,0.1167,0.1125,585.78,30,1.0
54.75,36.97,0.0,72.88,2,-0.3442,0.3277,533.22,34,0.0
46.76,96.13,2.26,41.4,2,-1.0821,0.5129,474.87,17,0.0
50.75,113.7,8.39,49.94,6,-1.7359,0.5145,474.01,3,0.0
60.21,100.61,2.48,9.89,4,0.2595,0.2433,386.9,1,1.0
59.11,106.87,1.23,11.59,3,0.4017,0.2878,542.81,21,1.0
44.5,94.57,9.6,67.4,2,0.6982,0.2243,600.34,49,0.0
54.86,96.14,4.48,41.24,5,0.9308,0.4215,604.57,19,0.0
38.72,103.42,4.07,84.04,1,-0.6423,0.2198,463.35,26,1.0
54.5,138.87,2.56,78.71,3,0.938,0.0858,605.38,49,1.0
51.48,116.85,0.86,78.56,4,0.9975,0.3732,502.19,10,1.0
53.79,114.2,4.29,86.07,2,-0.4342,0.5105,371.61,47,1.0
47.03,104.1,3.52,84.74,3,-1.3473,0.4255,630.66,35,0.0
70.84,73.37,2.57,54.31,4,-0.5499,0.1407,429.57,27,1.0
40.99,124.51,0.4,28.74,0,-0.3391,0.4214,572.82,14,0.0
59.72,118.15,5.26,56.29,3,0.2873,0.4773,558.48,1,1.0
39.68,107.32,4.99,23.66,2,-0.4027,0.1026,405.89,13,
55.04,99.12,4.09,19.19,4,2.4023,0.2309,422.32,4,1.0
55.76,110.92,0.7,50.61,2,-0.0291,0.2292,517.05,48,1.0
50.55,95.38,1.8,62.29,3,-0.8375,0.2841,582.28,12,0.0
45.05,114.56,3.17,45.1,6,0.0231,0.4648,562.63,49,1.0
51.41,83.24,6.63,80.63,0,-0.0095,0.6825,507.72,8,0.0
52.67,61.8,1.26,58.42,2,-0.1445,0.4537,621.82,32,1.0
67.9,75.98,8.07,97.79,6,1.4209,0.5248,427.13,28,
41.28,102.82,1.92,17.01,2,0.8872,0.2097,618.16,3,0.0
44.44,93.97,5.48,31.22,4,-0.2641,0.4289,364.42,0,1.0
52.85,97.05,13.82,7.07,2,-0.4339,0.1405,427.32,31,0.0
47.44,74.08,6.26,49.92,2,-0.208,0.287,464.31,49,0.0
49.0,106.04,0.36,5.0,1,-0.3098,0.4057,499.89,14,0.0
60.7,79.27,2.36,65.12,5,-1.678,0.12,506.81,15,1.0
21.8,109.93,4.32,24.97,2,1.0862,0.2948,497.55,7,0.0
44.02,71.7,5.59,75.52,6,-0.6157,0.4314,541.23,46,0.0
32.58,83.23,2.11,3.98,4,-0.3385,0.2819,350.92,27,1.0
38.04,80.54,2.8,33.68,3,-0.2918,0.6655,625.44,11,0.0
74.05,111.48,2.36,93.1,2,0.1398,0.2966,450.5,17,1.0
55.98,90.76,5.99,6.89,0,0.1279,0.423,569.42,7,0.0
59.52,108.49,12.24,87.54,1,1.2491,0.2776,538.51,14,1.0
49.19,122.81,7.53,33.06,4,-0.402,0.5101,257.62,15,0.0
57.59,135.6,1.53,3.79,5,0.6815,0.5036,369.97,45,1.0
32.33,104.62,3.88,90.03,6,0.2657,0.4725,625.14,40,0.0
60.38,77.96,3.25,42.91,5,-0.316,0.149,265.45,47,1.0
41.8,125.02,0.08,43.45,3,0.4524,0.1356,355.5,32,1.0
44.69,130.23,13.93,68.89,4,0.0573,0.103,449.51,15,1.0
55.05,98.8,3.14,46.85,2,-1.1117,0.1532,452.13,33,
53.16,126.37,14.34,77.69,1,0.4878,0.3623,235.96,42,0.0
50.85,106.67,5.46,56.75,4,-1.1244,0.3026,603.89,14,0.0
36.37,66.82,6.16,31.8,2,-1.4396,0.3449,284.34,40,0.0
51.0,87.38,2.78,63.88,5,-0.4483,0.3307,516.44,16,1.0
59.61,89.9,9.76,8.76,2,0.5415,0.3165,354.43,28,
44.68,92.73,1.03,49.22,4,-0.4067,0.6538,472.79,7,
63.15,81.33,15.99,34.07,3,0.065,0.3618,483.45,43,0.0
41.27,80.71,4.79,40.24,5,0.6138,0.2305,555.41,26,1.0
50.07,126.92,2.02,67.44,2,0.8951,0.1799,532.72,23,1.0
65.35,65.27,6.72,16.2,2,1.8541,0.2174,653.2,34,1.0
43.19,85.52,6.84,3.44,1,-1.8972,0.5686,392.09,32,0.0
60.54,112.42,7.45,87.52,1,-0.0849,0.3627,482.03,46,0.0
69.75,88.85,1.74,85.24,1,1.595,0.3061,520.96,37,1.0
51.71,108.01,0.13,91.91,0,0.0586,0.2284,645.11,26,1.0
44.73,91.97,11.0,70.94,1,0.9625,0.0932,401.39,39,0.0
42.27,108.75,7.99,88.4,4,-1.7896,0.2909,490.2,10,1.0
63.05,79.24,2.57,32.31,6,1.7496,0.5284,407.14,7,0.0
62.77,62.83,0.91,14.98,1,-0.1028,0.5774,565.98,36,
64.49,91.98,3.16,69.49,0,-0.3856,0.4781,547.11,42,0.0
49.67,64.24,1.82,35.25,5,0.0275,0.2431,516.0,11,1.0
60.38,98.66,1.08,27.31,2,-0.077,0.2525,587.53,40,1.0
49.51,77.27,3.33,59.22,1,0.3053,0.4565,572.83,31,0.0
41.17,77.51,8.85,14.48,3,-1.0298,0.3734,530.82,2,0.0
61.24,129.44,4.36,59.28,2,-0.2472,0.3663,629.11,8,0.0
66.34,105.47,3.34,87.36,4,-0.7224,0.2184,500.64,42,1.0
39.79,69.28,25.64,68.84,4,0.1596,0.0941,548.85,31,1.0
39.61,99.03,7.14,51.03,2,-0.4692,0.666,563.13,16,1.0
50.4,97.14,0.71,48.66,1,-0.1435,0.465,567.32,2,1.0
59.56,58.63,2.7,31.84,2,-0.1549,0.2354,500.86,19,0.0
38.66,106.95,3.13,75.92,5,-0.405,0.402,395.54,11,0.0
52.27,119.06,4.72,93.5,5,0.658,0.0468,377.05,34,1.0
44.1,91.54,5.72,47.44,2,-1.1345,0.2144,557.17,30,0.0
57.01,94.16,1.97,88.32,2,0.3972,0.6416,569.65,1,
42.02,88.86,2.29,2.23,5,0.1566,0.232,472.48,7,1.0
57.72,107.71,0.55,18.97,1,1.1157,0.3594,457.3,41,0.0
48.42,95.01,0.47,5.2,1,-0.545,0.0602,521.07,32,
40.63,95.81,7.09,53.49,2,-0.3421,0.1706,482.72,7,1.0
50.64,83.81,13.02,32.99,2,0.3147,0.3141,469.89,35,
30.62,140.83,1.1,84.23,2,-0.5167,0.3089,454.57,22,0.0
44.41,94.81,12.83,68.21,3,-1.1347,0.2625,577.53,41,0.0
53.37,114.01,2.11,61.92,2,0.4655,0.2961,369.46,15,0.0
32.28,105.31,10.63,12.54,1,3.4791,0.3891,407.41,24,
24.29,48.81,0.13,27.8,1,0.1176,0.1553,429.91,45,1.0
26.61,92.59,0.47,72.55,2,0.5131,0.2721,243.46,23,
63.27,76.94,2.85,20.18,2,-0.4049,0.3147,522.46,10,1.0
49.23,119.53,9.42,69.94,2,-0.3419,0.3268,589.88,11,
44.68,74.67,2.98,90.07,2,0.7418,0.3622,517.89,4,1.0
59.45,109.9,9.15,86.99,1,-0.8421,0.2956,513.36,49,0.0
45.96,119.93,2.08,3.03,2,0.4686,0.5632,382.62,45,1.0
52.68,105.61,0.71,88.08,5,1.7269,0.4336,420.75,35,0.0
50.26,100.08,12.98,29.14,0,-0.5787,0.3848,591.92,14,1.0
45.29,92.08,0.4,43.51,3,-0.5715,0.259,436.91,40,0.0
52.94,97.53,6.14,53.06,3,0.5709,0.067,517.82,23,1.0
57.73,73.2,10.73,41.05,3,-1.5977,0.1177,661.81,42,0.0
48.15,103.56,0.64,62.89,3,0.087,0.0801,704.06,17,1.0
45.39,121.03,3.66,83.49,2,2.4231,0.0843,525.32,28,1.0
46.57,82.55,0.27,69.6,6,1.2195,0.5817,558.15,7,0.0
27.02,100.37,3.07,23.88,1,-0.6176,0.4199,235.16,32,0.0
52.83,97.93,7.74,91.89,7,1.8154,0.1114,625.14,39,0.0
37.91,106.25,1.81,69.45,5,0.092,0.411,450.65,16,
56.3,89.27,1.33,13.65,4,-0.3505,0.2853,492.16,35,0.0
49.1,69.83,1.45,72.99,7,-0.3752,0.4841,479.31,30,1.0
51.05,77.6,7.83,3.41,2,-0.4506,0.4075,486.27,38,0.0
57.0,53.63,18.19,62.48,2,1.7767,0.4076,532.58,26,1.0
40.73,115.52,1.3,92.47,5,-0.7018,0.0899,530.76,32,1.0
53.69,107.95,0.36,57.49,4,0.3108,0.2273,529.92,32,1.0
52.68,99.71,0.67,30.69,3,-0.3862,0.3562,391.49,39,0.0
48.15,86.06,4.95,98.83,4,-0.2562,0.3743,320.25,45,1.0
40.72,96.76,5.64,80.85,4,-2.8886,0.6375,477.53,10,
55.95,99.43,2.98,24.79,3,0.1869,0.3111,492.39,24,
57.03,89.57,0.41,7.22,2,0.7582,0.3697,644.45,41,0.0
51.14,90.34,13.16,96.61,1,-1.8151,0.1234,375.07,27,
39.3,126.19,13.29,3.53,1,0.1355,0.3447,538.83,47,0.0
44.73,74.98,2.5,67.65,3,-0.2446,0.3984,387.03,43,1.0
49.4,119.86,8.6,98.32,2,-0.4123,0.1634,417.44,17,
56.88,67.7,11.44,24.47,4,-0.7121,0.53,507.05,8,0.0
34.17,132.16,3.55,92.6,1,0.7591,0.4997,600.93,2,0.0
44.36,52.21,4.6,42.11,1,0.0394,0.1738,498.35,11,0.0
45.97,109.31,6.6,23.57,0,-0.0144,0.2971,479.22,21,0.0
49.17,86.83,11.1,8.2,1,2.0871,0.3932,526.08,0,1.0
36.99,96.66,0.47,60.11,4,-0.4487,0.3859,438.84,46,1.0
47.82,97.3,0.27,69.54,6,-0.8834,0.2331,420.67,43,
46.9,112.11,5.62,64.54,3,-0.4282,0.3886,460.23,20,1.0
39.62,60.77,0.24,60.51,1,0.5921,0.0563,582.3,12,1.0
48.82,99.38,0.55,62.12,4,0.3213,0.0261,579.72,24,1.0
44.59,103.7,2.74,51.29,2,-1.0289,0.2978,404.18,28,1.0
54.96,86.77,1.01,21.41,0,0.7761,0.3676,528.14,22,1.0
41.15,97.78,11.46,60.56,2,0.3887,0.2808,368.61,3,1.0
50.9,86.72,2.01,88.76,3,-0.5687,0.5611,539.66,47,1.0
41.92,111.1,4.31,1.71,1,0.87,0.4429,629.27,39,1.0
44.0,107.28,0.05,98.24,5,2.0959,0.3996,410.49,22,
52.97,104.34,3.6,97.27,0,0.9951,0.5679,509.58,19,1.0
52.35,113.25,8.3,26.67,3,0.0525,0.2038,676.17,8,0.0
45.83,124.94,17.27,42.41,2,1.6618,0.4586,639.89,39,0.0
47.31,80.17,5.68,56.51,2,0.5055,0.2928,565.62,9,0.0
35.46,144.44,1.13,84.56,2,0.542,0.277,410.5,41,0.0
64.03,107.86,2.26,6.1,4,-0.0171,0.4464,445.83,17,1.0
56.87,89.98,0.85,22.68,3,0.8347,0.2707,569.23,18,0.0
56.51,145.99,2.06,66.01,2,-0.4563,0.3845,537.18,44,
34.05,91.7,4.12,6.16,2,-1.9977,0.0769,490.16,29,
44.05,75.78,3.34,89.27,3,0.0497,0.5044,418.22,35,1.0
46.65,89.8,10.35,88.63,1,-1.6494,0.1678,614.96,46,0.0
30.69,88.84,1.14,9.86,6,-1.2017,0.3759,744.21,45,0.0
58.9,121.7,2.84,41.55,3,-0.309,0.4007,515.88,20,0.0
64.54,97.74,5.0,51.02,2,-0.9816,0.5539,558.79,26,
70.62,102.0,19.84,64.89,3,-1.0797,0.7349,521.67,32,0.0
39.54,101.27,1.2,54.21,4,1.3795,0.1287,216.32,37,0.0
51.17,123.32,8.95,0.13,0,-1.2492,0.2763,590.57,2,0.0
63.23,93.55,4.81,12.94,2,-0.2756,0.9174,441.29,45,1.0
47.46,95.9,0.72,83.25,4,-1.1342,0.1972,583.07,15,1.0
44.33,86.23,7.66,78.83,3,-1.3403,0.1289,669.96,11,1.0
31.34,91.59,0.96,1.71,3,-1.3166,0.6902,476.34,27,0.0
61.33,110.5,6.02,1.48,4,-1.331,0.1764,537.23,4,0.0
49.81,114.57,1.38,85.11,3,1.7522,0.4603,531.69,4,0.0
42.71,134.0,3.16,36.13,5,-0.7174,0.2933,501.98,47,0.0
52.84,97.92,7.65,40.68,2,2.1866,0.2534,484.43,42,0.0
51.53,94.72,5.03,94.42,4,-0.0767,0.0322,440.35,44,0.0
51.68,107.94,6.74,89.7,3,0.1854,0.1947,438.3,41,1.0
47.83,90.62,8.13,39.06,3,2.2211,0.0279,607.55,48,1.0
66.22,87.19,0.18,79.86,4,0.2405,0.1557,561.45,13,0.0
48.66,106.47,3.28,45.35,2,0.2664,0.3427,368.55,45,
66.19,92.16,21.21,42.97,3,1.818,0.277,639.83,11,
55.64,94.21,7.93,1.94,1,0.8121,0.3063,614.73,38,1.0
53.51,112.11,2.28,79.35,4,1.946,0.3087,476.74,45,1.0
48.87,106.2,1.68,80.77,4,0.6083,0.0822,634.66,17,0.0
59.74,140.01,6.1,76.43,2,-0.1993,0.4277,521.87,6,0.0
51.13,118.44,0.74,96.51,6,-0.2522,0.1496,427.88,6,
40.68,84.65,10.72,4.78,3,1.0071,0.251,501.38,12,0.0
40.35,92.0,0.43,96.69,2,-0.2583,0.1107,536.38,45,
54.22,72.54,4.09,85.85,1,-0.2896,0.2672,773.74,23,
40.93,80.54,9.38,11.76,4,-0.9853,0.3397,388.17,30,1.0
49.38,125.24,6.36,4.22,0,-0.1343,0.1158,500.93,11,0.0
60.57,94.44,3.32,2.06,3,-0.142,0.3474,351.39,15,0.0
53.04,72.28,1.3,11.67,0,1.7157,0.2103,436.46,5,1.0
42.78,61.06,4.59,81.95,5,-0.7412,0.7328,441.22,48,1.0
64.1,70.57,16.95,37.03,6,0.378,0.3616,630.81,9,0.0
55.48,83.95,0.5,62.15,4,1.4259,0.2683,510.34,23,0.0
60.18,100.07,0.16,39.38,3,-0.2568,0.4039,580.27,36,1.0
27.32,92.07,2.72,57.17,1,0.7092,0.1904,457.41,22,0.0
53.31,113.97,4.47,27.82,3,-1.0384,0.3748,411.14,5,0.0
58.42,81.28,2.22,89.84,5,-0.0886,0.1323,685.33,2,1.0
67.0,124.53,6.32,61.85,0,-1.1268,0.2049,577.6,0,1.0
35.36,97.27,3.7,46.53,1,-0.3327,0.4026,420.88,48,0.0
62.06,109.17,2.13,27.71,3,1.0793,0.0949,548.66,26,0.0
66.44,89.6,7.9,29.66,4,-0.0203,0.2412,348.84,42,1.0
29.83,120.34,0.52,69.6,1,-1.1346,0.4429,304.93,4,0.0
54.79,73.46,0.2,41.0,4,-1.9109,0.1922,348.31,36,0.0
56.18,75.32,0.29,56.48,1,0.5387,0.4398,650.23,7,0.0
46.73,80.61,8.42,98.74,2,0.9092,0.5413,503.68,29,0.0
45.1,123.52,8.0,31.6,4,-2.6855,0.22,443.9,40,1.0
56.68,95.26,8.88,40.95,4,1.3092,0.3339,233.7,39,1.0
43.85,81.03,1.67,32.16,4,1.2649,0.2262,630.47,26,0.0
47.83,96.07,3.38,8.98,3,-0.6103,0.2421,560.22,22,0.0
58.12,103.44,1.93,94.03,5,0.1137,0.2125,421.3,33,1.0
67.54,78.46,4.43,75.03,3,-0.707,0.1891,381.5,10,0.0
55.38,103.19,9.33,61.34,5,-0.4389,0.0919,417.64,48,1.0
51.33,97.28,0.1,2.4,2,1.7899,0.2547,411.1,27,1.0
44.84,89.88,4.22,83.33,3,0.822,0.23,521.1,31,1.0
39.89,74.67,1.12,7.18,2,-0.5199,0.1133,470.83,35,1.0
61.1,117.77,10.2,12.87,2,0.3391,0.4145,492.07,21,1.0
48.47,90.62,15.73,8.72,0,-0.5081,0.1273,398.07,15,1.0
61.51,41.31,8.8,14.64,4,-1.0664,0.4707,311.85,14,0.0
46.7,107.12,0.17,63.76,5,-1.926,0.0431,304.97,49,1.0
43.51,107.62,1.8,8.12,5,0.8273,0.1954,750.77,23,
54.21,118.66,1.31,63.49,3,-0.5035,0.0878,232.51,27,1.0
49.23,108.26,8.75,77.66,3,1.3133,0.1447,516.35,10,1.0
37.94,102.77,0.09,45.82,5,0.6323,0.5054,581.61,1,0.0
68.17,90.26,12.8,63.85,4,0.392,0.5859,410.91,36,0.0
43.73,90.32,4.43,35.38,4,0.5079,0.2597,443.95,12,1.0
59.28,113.52,6.81,74.74,5,-2.7713,0.1622,505.26,27,1.0
58.42,96.86,3.04,98.69,3,-0.5843,0.3582,426.62,26,1.0
37.41,71.25,6.14,34.03,2,1.0538,0.3687,347.88,32,
39.98,93.12,2.04,60.92,4,-1.6444,0.3133,549.55,6,
46.98,98.92,5.4,97.16,4,0.3992,0.092,471.19,6,1.0
41.34,60.19,2.82,3.18,3,-1.5451,0.4899,413.73,23,0.0
67.26,114.94,13.44,27.94,6,-2.8575,0.0785,271.19,30,0.0
48.0,100.01,13.33,16.07,3,-1.0207,0.1652,453.37,45,0.0
58.9,72.74,4.22,60.85,2,0.3667,0.1237,665.15,25,1.0
55.14,94.05,7.42,17.74,3,-2.2559,0.426,413.79,47,0.0
52.64,97.95,6.78,31.38,5,0.9129,0.3836,641.14,16,1.0
50.4,118.92,6.13,43.37,3,0.0761,0.1565,575.1,40,0.0
62.37,118.34,18.26,5.39,5,-0.2187,0.2285,558.59,26,0.0
41.75,121.56,10.51,29.68,3,-1.161,0.2958,501.69,37,
67.26,107.52,6.84,22.58,4,-0.293,0.5137,292.75,2,0.0
37.13,86.93,0.41,42.98,4,1.1207,0.197,683.97,36,0.0
57.82,81.86,2.19,99.8,1,1.4178,0.1399,360.86,31,0.0
35.95,85.99,2.1,99.79,1,0.3526,0.5489,443.2,41,1.0
46.84,98.68,3.59,18.32,4,1.2081,0.2622,396.57,1,1.0
50.93,99.5,9.72,71.62,1,0.3747,0.1477,395.07,23,0.0
45.13,120.58,5.57,89.16,3,0.8288,0.1443,521.37,36,1.0
48.18,94.91,7.38,52.02,3,-0.1628,0.1465,561.41,4,1.0
36.13,59.53,0.21,73.98,4,-0.3409,0.3233,449.51,48,1.0
40.13,76.15,0.28,41.48,3,1.1571,0.4921,471.22,16,0.0
54.98,80.48,13.19,59.89,5,-2.3116,0.2609,279.69,40,1.0
50.3,80.47,1.18,46.13,3,-1.1165,0.1601,654.63,38,0.0
43.09,43.89,7.91,30.22,1,-2.4209,0.2064,576.94,48,1.0
63.24,131.39,3.97,14.7,4,1.4433,0.3673,455.11,48,1.0
37.8,56.35,2.15,29.17,5,1.2069,0.1436,362.94,33,1.0
46.38,88.53,7.21,88.09,4,0.7449,0.2966,493.8,24,1.0
44.94,113.17,16.75,90.15,1,0.5742,0.6353,518.66,4,0.0
56.15,111.79,1.5,86.13,2,-0.6444,0.2119,511.13,19,0.0
50.48,70.61,2.17,29.22,3,0.2667,0.2027,750.6,33,0.0
48.92,124.13,1.74,89.38,3,0.1622,0.365,425.86,28,0.0
31.56,121.22,5.17,15.96,2,-0.5476,0.0223,527.8,21,0.0
58.65,96.37,6.44,85.81,2,0.2284,0.6227,536.08,30,0.0
